0,482
1,483
2,483
3,485
4,485
5,486
6,486
7,486
8,486
9,487
10,485
11,485
12,484
13,484
14,482
15,482
16,482
17,482
18,482
19,483
20,484
21,485
22,486
23,486
24,485
25,486
26,486
27,486
28,485
29,484
30,484
31,483
32,482
33,482
34,482
35,483
36,483
37,484
38,483
39,485
40,485
41,486
42,485
43,486
44,485
45,484
46,484
47,483
48,483
49,482
50,483
51,484
52,484
53,485
54,485
55,487
56,487
57,487
58,486
59,486
60,486
61,485
62,485
63,484
64,483
65,483
66,484
67,484
68,484
69,484
70,485
71,486
72,486
73,486
74,487
75,486
76,486
77,485
78,484
79,484
80,483
81,483
82,482
83,483
84,483
85,483
86,484
87,485
88,486
89,486
90,487
91,488
92,486
93,487
94,485
95,484
96,484
97,483
98,483
99,483
100,483
101,484
102,483
103,484
104,485
105,485
106,486
107,486
108,485
109,484
110,485
111,485
112,485
113,484
114,482
115,482
116,482
117,482
118,482
119,482
120,484
121,485
122,485
123,485
124,485
125,485
126,485
127,484
128,484
129,483
130,482
131,482
132,482
133,482
134,482
135,483
136,483
137,484
138,484
139,485
140,484
141,484
142,485
143,485
144,484
145,484
146,483
147,481
148,481
149,482
150,481
151,481
152,481
153,483
154,483
155,484
156,485
157,484
158,484
159,484
160,483
161,483
162,482
163,481
164,480
165,480
166,480
167,481
168,481
169,481
170,483
171,483
172,484
173,485
174,485
175,484
176,485
177,483
178,483
179,483
180,480
181,480
182,481
183,481
184,482
185,481
186,482
187,483
188,483
189,485
190,484
191,484
192,485
193,484
194,483
195,482
196,482
197,482
198,482
199,482
200,483
201,482
202,483
203,484
204,484
205,485
206,486
207,485
208,484
209,485
210,484
211,484
212,483
213,483
214,482
215,481
216,482
217,482
218,482
219,482
220,483
221,484
222,485
223,484
224,486
225,486
226,485
227,485
228,485
229,485
230,484
231,483
232,482
233,482
234,483
235,483
236,483
237,486
238,485
239,486
240,486
241,485
242,487
243,487
244,487
245,485
246,481
247,479
248,479
249,478
250,479
251,478
252,479
253,479
254,481
255,482
256,481
257,482
258,482
259,481
260,480
261,480
262,479
263,479
264,478
265,478
266,478
267,479
268,480
269,481
270,481
271,480
272,482
273,482
274,481
275,482
276,481
277,481
278,481
279,480
280,479
281,478
282,478
283,479
284,479
285,479
286,479
287,480
288,481
289,482
290,482
291,482
292,482
293,482
294,480
295,480
296,480
297,479
298,479
299,479
300,478
301,479
302,479
303,479
304,480
305,481
306,482
307,482
308,482
309,482
310,481
311,481
312,481
313,481
314,480
315,479
316,478
317,478
318,478
319,479
320,480
321,480
322,481
323,481
324,482
325,482
326,481
327,481
328,481
329,481
330,479
331,479
332,479
333,479
334,479
335,480
336,479
337,481
338,481
339,481
340,481
341,482
342,481
343,482
344,481
345,480
346,480
347,480
348,479
349,479
350,479
351,479
352,480
353,479
354,480
355,481
356,481
357,482
358,483
359,482
360,481
361,480
362,480
363,479
364,478
365,478
366,477
367,478
368,478
369,479
370,480
371,482
372,482
373,482
374,482
375,482
376,482
377,481
378,480
379,480
380,479
381,479
382,478
383,478
384,479
385,479
386,480
387,480
388,480
389,481
390,482
391,481
392,483
393,481
394,481
395,480
396,480
397,479
398,478
399,479
400,479
401,479
402,479
403,480
404,480
405,481
406,483
407,483
408,482
409,482
410,481
411,481
412,479
413,479
414,479
415,478
416,479
417,479
418,480
419,480
420,481
421,480
422,482
423,483
424,483
425,482
426,481
427,481
428,481
429,480
430,480
431,478
432,478
433,478
434,479
435,480
436,480
437,481
438,481
439,481
440,481
441,480
442,480
443,479
444,478
445,476
446,476
447,474
448,475
449,475
450,475
451,475
452,476
453,477
454,479
455,480
456,482
457,483
458,485
459,485
460,485
461,485
462,486
463,487
464,487
465,490
466,495
467,501
468,504
469,509
470,515
471,520
472,526
473,531
474,534
475,536
476,536
477,538
478,538
479,538
480,536
481,534
482,530
483,526
484,523
485,521
486,519
487,517
488,513
489,511
490,509
491,505
492,502
493,498
494,495
495,492
496,487
497,485
498,484
499,483
500,482
501,482
502,481
503,482
504,484
505,483
506,484
507,484
508,484
509,484
510,483
511,483
512,481
513,481
514,480
515,479
516,479
517,479
518,479
519,479
520,480
521,482
522,482
523,482
524,484
525,483
526,483
527,482
528,481
529,481
530,484
531,485
532,484
533,483
534,485
535,485
536,484
537,485
538,485
539,486
540,487
541,487
542,487
543,486
544,486
545,484
546,484
547,483
548,482
549,482
550,481
551,481
552,483
553,484
554,485
555,486
556,487
557,487
558,486
559,486
560,485
561,485
562,484
563,484
564,483
565,484
566,483
567,483
568,483
569,484
570,485
571,485
572,486
573,486
574,485
575,486
576,485
577,486
578,485
579,483
580,484
581,484
582,484
583,496
584,484
585,483
586,483
587,485
588,484
589,486
590,486
591,486
592,486
593,486
594,486
595,485
596,483
597,482
598,482
599,481
600,481
601,481
602,481
603,483
604,484
605,484
606,486
607,486
608,486
609,486
610,486
611,485
612,484
613,484
614,484
615,482
616,483
617,482
618,482
619,483
620,485
621,484
622,486
623,486
624,486
625,486
626,486
627,486
628,484
629,484
630,484
631,483
632,482
633,482
634,483
635,483
636,484
637,485
638,485
639,486
640,486
641,486
642,485
643,485
644,485
645,483
646,483
647,482
648,482
649,482
650,482
651,481
652,483
653,483
654,484
655,485
656,486
657,486
658,485
